Accession (version),Accession,Old Family,Family
NC_033777.1,NC_033777,Tombusviridae,Tombusviridae
NC_015397.1,NC_015397,Geminiviridae,Geminiviridae
NC_016572.1,NC_016572,Geminiviridae,Geminiviridae
NC_016578.1,NC_016578,Geminiviridae,Geminiviridae
NC_010713.1,NC_010713,Geminiviridae,Geminiviridae
NC_010714.1,NC_010714,Geminiviridae,Geminiviridae
NC_009451.1,NC_009451,Geminiviridae,Geminiviridae
NC_011346.1,NC_011346,Geminiviridae,Geminiviridae
NC_011347.1,NC_011347,Geminiviridae,Geminiviridae
NC_017003.1,NC_017003,Mitoviridae,Narnaviridae
NC_016519.1,NC_016519,Virgaviridae,Virgaviridae
NC_015398.1,NC_015398,Baculoviridae,Baculoviridae
NC_022646.1,NC_022646,Baculoviridae,Baculoviridae
NC_007581.1,NC_007581,Unclassified,Myoviridae
NC_024144.1,NC_024144,Unclassified,Myoviridae
NC_019523.1,NC_019523,Guelinviridae,Podoviridae
NC_003524.1,NC_003524,Unclassified,Siphoviridae
NC_019924.1,NC_019924,Unclassified,Siphoviridae
NC_028905.1,NC_028905,Unclassified,Siphoviridae
NC_028958.1,NC_028958,Unclassified,Siphoviridae
NC_029048.2,NC_029048,Unclassified,Myoviridae
NC_015568.1,NC_015568,Unclassified,Siphoviridae
NC_028951.1,NC_028951,Unclassified,Myoviridae
NC_028764.1,NC_028764,Unclassified,Myoviridae
NC_028838.1,NC_028838,Unclassified,Myoviridae
NC_015262.1,NC_015262,Unclassified,Siphoviridae
NC_029001.1,NC_029001,Unclassified,Myoviridae
NC_029116.1,NC_029116,Unclassified,Myoviridae
NC_028996.1,NC_028996,Unclassified,Myoviridae
NC_019506.1,NC_019506,Unclassified,Siphoviridae
NC_019496.1,NC_019496,Unclassified,Siphoviridae
NC_019508.1,NC_019508,Unclassified,Siphoviridae
NC_011318.1,NC_011318,Unclassified,Siphoviridae
NC_017980.1,NC_017980,Guelinviridae,Podoviridae
NC_018083.1,NC_018083,Guelinviridae,Podoviridae
NC_029004.1,NC_029004,Unclassified,Siphoviridae
NC_014457.1,NC_014457,Unclassified,Siphoviridae
NC_028883.1,NC_028883,Unclassified,Myoviridae
NC_019421.1,NC_019421,Unclassified,Myoviridae
NC_028959.1,NC_028959,Unclassified,Myoviridae
NC_019422.1,NC_019422,Unclassified,Myoviridae
NC_017978.1,NC_017978,Unclassified,Siphoviridae
NC_008265.1,NC_008265,Unclassified,Siphoviridae
NC_018084.1,NC_018084,Guelinviridae,Podoviridae
NC_021325.1,NC_021325,Unclassified,Siphoviridae
NC_009231.1,NC_009231,Unclassified,Myoviridae
NC_007917.1,NC_007917,Unclassified,Myoviridae
NC_011398.1,NC_011398,Unclassified,Myoviridae
NC_001753.1,NC_001753,Alphaflexiviridae,Alphaflexiviridae
NC_003536.1,NC_003536,Potyviridae,Potyviridae
NC_029304.2,NC_029304,Baculoviridae,Baculoviridae
NC_025397.1,NC_025397,Rhabdoviridae,Rhabdoviridae
NC_028255.1,NC_028255,Rhabdoviridae,Rhabdoviridae
NC_024809.1,NC_024809,Geminiviridae,Geminiviridae
NC_024810.1,NC_024810,Geminiviridae,Geminiviridae
NC_030840.1,NC_030840,Potyviridae,Potyviridae
NC_020206.1,NC_020206,Circoviridae,Circoviridae
NC_011108.1,NC_011108,Tombusviridae,Tombusviridae
NC_003742.1,NC_003742,Potyviridae,Potyviridae
NC_030842.1,NC_030842,Iridoviridae,Iridoviridae
NC_009764.1,NC_009764,Betaflexiviridae,Betaflexiviridae
NC_015692.1,NC_015692,Papillomaviridae,Papillomaviridae
NC_034551.1,NC_034551,Rhabdoviridae,Rhabdoviridae
NC_020072.1,NC_020072,Potyviridae,Potyviridae
NC_029034.2,NC_029034,Virgaviridae,Virgaviridae
NC_029035.2,NC_029035,Virgaviridae,Virgaviridae
NC_029037.2,NC_029037,Virgaviridae,Virgaviridae
NC_004180.1,NC_004180,Spinareoviridae,Reoviridae
NC_004181.1,NC_004181,Spinareoviridae,Reoviridae
NC_004182.1,NC_004182,Spinareoviridae,Reoviridae
NC_004183.1,NC_004183,Spinareoviridae,Reoviridae
NC_004184.1,NC_004184,Spinareoviridae,Reoviridae
NC_004185.1,NC_004185,Spinareoviridae,Reoviridae
NC_004186.1,NC_004186,Spinareoviridae,Reoviridae
NC_004187.1,NC_004187,Spinareoviridae,Reoviridae
NC_004188.1,NC_004188,Spinareoviridae,Reoviridae
NC_004189.1,NC_004189,Spinareoviridae,Reoviridae
NC_004190.1,NC_004190,Spinareoviridae,Reoviridae
NC_004191.1,NC_004191,Spinareoviridae,Reoviridae
NC_024450.1,NC_024450,Orthoherpesviridae,Herpesviridae
NC_034266.1,NC_034266,Orthoherpesviridae,Herpesviridae
NC_018088.1,NC_018088,Unclassified,Siphoviridae
NC_001343.1,NC_001343,Caulimoviridae,Caulimoviridae
NC_031961.1,NC_031961,Geminiviridae,Geminiviridae
NC_016996.1,NC_016996,Coronaviridae,Coronaviridae
NC_026430.1,NC_026430,Baculoviridae,Baculoviridae
NC_007523.1,NC_007523,Totiviridae,Totiviridae
NC_031957.1,NC_031957,Rhabdoviridae,Rhabdoviridae
NC_009644.1,NC_009644,Geminiviridae,Geminiviridae
NC_009646.1,NC_009646,Geminiviridae,Geminiviridae
NC_008492.1,NC_008492,Geminiviridae,Geminiviridae
NC_008493.1,NC_008493,Geminiviridae,Geminiviridae
NC_020473.1,NC_020473,Geminiviridae,Geminiviridae
NC_006358.1,NC_006358,Geminiviridae,Geminiviridae
NC_006359.1,NC_006359,Geminiviridae,Geminiviridae
NC_034972.1,NC_034972,Coronaviridae,Coronaviridae
NC_007922.1,NC_007922,Polyomaviridae,Polyomaviridae
NC_009799.3,NC_009799,Unclassified,Siphoviridae
NC_009816.1,NC_009816,Zierdtviridae,Siphoviridae
NC_012800.1,NC_012800,Picornaviridae,Picornaviridae
NC_012801.1,NC_012801,Picornaviridae,Picornaviridae
NC_012802.1,NC_012802,Picornaviridae,Picornaviridae
NC_012798.1,NC_012798,Picornaviridae,Picornaviridae
NC_034385.1,NC_034385,Picornaviridae,Picornaviridae
NC_025961.1,NC_025961,Picornaviridae,Picornaviridae
NC_006633.1,NC_006633,Polydnaviriformidae,Polydnaviridae
NC_006634.1,NC_006634,Polydnaviriformidae,Polydnaviridae
NC_006635.1,NC_006635,Polydnaviriformidae,Polydnaviridae
NC_006636.1,NC_006636,Polydnaviriformidae,Polydnaviridae
NC_006637.1,NC_006637,Polydnaviriformidae,Polydnaviridae
NC_006638.1,NC_006638,Polydnaviriformidae,Polydnaviridae
NC_006639.1,NC_006639,Polydnaviriformidae,Polydnaviridae
NC_006640.1,NC_006640,Polydnaviriformidae,Polydnaviridae
NC_006641.1,NC_006641,Polydnaviriformidae,Polydnaviridae
NC_006642.1,NC_006642,Polydnaviriformidae,Polydnaviridae
NC_006643.1,NC_006643,Polydnaviriformidae,Polydnaviridae
NC_006644.1,NC_006644,Polydnaviriformidae,Polydnaviridae
NC_006645.1,NC_006645,Polydnaviriformidae,Polydnaviridae
NC_006646.1,NC_006646,Polydnaviriformidae,Polydnaviridae
NC_006647.1,NC_006647,Polydnaviriformidae,Polydnaviridae
NC_006648.1,NC_006648,Polydnaviriformidae,Polydnaviridae
NC_006649.1,NC_006649,Polydnaviriformidae,Polydnaviridae
NC_006650.1,NC_006650,Polydnaviriformidae,Polydnaviridae
NC_006651.1,NC_006651,Polydnaviriformidae,Polydnaviridae
NC_006652.1,NC_006652,Polydnaviriformidae,Polydnaviridae
NC_006653.1,NC_006653,Polydnaviriformidae,Polydnaviridae
NC_006654.1,NC_006654,Polydnaviriformidae,Polydnaviridae
NC_006655.1,NC_006655,Polydnaviriformidae,Polydnaviridae
NC_006656.1,NC_006656,Polydnaviriformidae,Polydnaviridae
NC_006657.1,NC_006657,Polydnaviriformidae,Polydnaviridae
NC_006658.1,NC_006658,Polydnaviriformidae,Polydnaviridae
NC_006659.1,NC_006659,Polydnaviriformidae,Polydnaviridae
NC_006660.1,NC_006660,Polydnaviriformidae,Polydnaviridae
NC_006661.1,NC_006661,Polydnaviriformidae,Polydnaviridae
NC_006662.1,NC_006662,Polydnaviriformidae,Polydnaviridae
NC_016924.1,NC_016924,Poxviridae,Poxviridae
NC_004580.1,NC_004580,Geminiviridae,Geminiviridae
NC_004581.1,NC_004581,Geminiviridae,Geminiviridae
NC_004582.1,NC_004582,Geminiviridae,Geminiviridae
NC_007290.1,NC_007290,Geminiviridae,Geminiviridae
NC_012137.1,NC_012137,Geminiviridae,Geminiviridae
NC_002510.1,NC_002510,Geminiviridae,Geminiviridae
NC_004583.1,NC_004583,Geminiviridae,Geminiviridae
NC_004607.1,NC_004607,Geminiviridae,Geminiviridae
NC_011804.1,NC_011804,Geminiviridae,Geminiviridae
NC_003199.1,NC_003199,Geminiviridae,Geminiviridae
NC_029648.1,NC_029648,Geminiviridae,Geminiviridae
NC_031760.1,NC_031760,Geminiviridae,Geminiviridae
NC_014545.1,NC_014545,Solemoviridae,Luteoviridae
NC_030310.1,NC_030310,Geminiviridae,Geminiviridae
NC_030311.1,NC_030311,Geminiviridae,Geminiviridae
NC_004013.1,NC_004013,Potyviridae,Potyviridae
NC_003541.1,NC_003541,Bromoviridae,Bromoviridae
NC_003542.1,NC_003542,Bromoviridae,Bromoviridae
NC_003543.1,NC_003543,Bromoviridae,Bromoviridae
NC_014730.1,NC_014730,Betaflexiviridae,Betaflexiviridae
NC_003549.1,NC_003549,Secoviridae,Secoviridae
NC_003550.1,NC_003550,Secoviridae,Secoviridae
NC_003535.1,NC_003535,Tombusviridae,Tombusviridae
NC_034246.1,NC_034246,Solemoviridae,Luteoviridae
NC_034247.1,NC_034247,Solemoviridae,Luteoviridae
NC_003544.1,NC_003544,Secoviridae,Secoviridae
NC_003545.1,NC_003545,Secoviridae,Secoviridae
NC_003663.2,NC_003663,Poxviridae,Poxviridae
NC_023008.1,NC_023008,Polyomaviridae,Polyomaviridae
NC_008794.1,NC_008794,Geminiviridae,Geminiviridae
NC_015049.1,NC_015049,Orthoherpesviridae,Herpesviridae
NC_003924.1,NC_003924,Dicistroviridae,Dicistroviridae
NC_005300.2,NC_005300,Nairoviridae,Hantaviridae
NC_005301.3,NC_005301,Nairoviridae,Hantaviridae
NC_005302.1,NC_005302,Nairoviridae,Hantaviridae
NC_025219.1,NC_025219,Dicistroviridae,Dicistroviridae
NC_018276.1,NC_018276,Unclassified,Siphoviridae
NC_023614.1,NC_023614,Unclassified,Siphoviridae
NC_025474.1,NC_025474,Picornaviridae,Picornaviridae
NC_005997.1,NC_005997,Sedoreoviridae,Reoviridae
NC_005998.1,NC_005998,Sedoreoviridae,Reoviridae
NC_005999.1,NC_005999,Sedoreoviridae,Reoviridae
NC_006000.1,NC_006000,Sedoreoviridae,Reoviridae
NC_006001.1,NC_006001,Sedoreoviridae,Reoviridae
NC_006002.1,NC_006002,Sedoreoviridae,Reoviridae
NC_006003.1,NC_006003,Sedoreoviridae,Reoviridae
NC_006004.1,NC_006004,Sedoreoviridae,Reoviridae
NC_006005.1,NC_006005,Sedoreoviridae,Reoviridae
NC_006006.1,NC_006006,Sedoreoviridae,Reoviridae
NC_030393.1,NC_030393,Mitoviridae,Narnaviridae
NC_030395.1,NC_030395,Mitoviridae,Narnaviridae
NC_030396.1,NC_030396,Mitoviridae,Narnaviridae
NC_030397.1,NC_030397,Mitoviridae,Narnaviridae
NC_030399.1,NC_030399,Mitoviridae,Narnaviridae
NC_021531.1,NC_021531,Unclassified,Myoviridae
NC_029070.1,NC_029070,Autographiviridae,Podoviridae
NC_023558.1,NC_023558,Autographiviridae,Podoviridae
NC_019934.1,NC_019934,Unclassified,Siphoviridae
NC_019927.1,NC_019927,Unclassified,Myoviridae
NC_018454.1,NC_018454,Unclassified,Siphoviridae
NC_028773.1,NC_028773,Straboviridae,Myoviridae
NC_019398.1,NC_019398,Straboviridae,Myoviridae
NC_019401.1,NC_019401,Unclassified,Myoviridae
NC_019402.1,NC_019402,Grimontviridae,Podoviridae
NC_020078.1,NC_020078,Autographiviridae,Podoviridae
NC_017974.1,NC_017974,Unclassified,Myoviridae
NC_024354.1,NC_024354,Unclassified,Myoviridae
NC_023717.1,NC_023717,Unclassified,Myoviridae
NC_019509.1,NC_019509,Drexlerviridae,Siphoviridae
NC_019400.1,NC_019400,Unclassified,Myoviridae
NC_028672.1,NC_028672,Unclassified,Myoviridae
NC_004300.1,NC_004300,Geminiviridae,Geminiviridae
NC_014473.1,NC_014473,Geminiviridae,Geminiviridae
NC_001492.1,NC_001492,Hypoviridae,Hypoviridae
NC_000960.1,NC_000960,Hypoviridae,Hypoviridae
NC_006431.1,NC_006431,Hypoviridae,Hypoviridae
NC_004046.1,NC_004046,Mitoviridae,Narnaviridae
NC_005068.1,NC_005068,Baculoviridae,Baculoviridae
NC_004725.1,NC_004725,Tombusviridae,Tombusviridae
NC_002633.1,NC_002633,Virgaviridae,Virgaviridae
NC_001801.1,NC_001801,Virgaviridae,Virgaviridae
NC_007816.2,NC_007816,Tombusviridae,Tombusviridae
NC_001440.1,NC_001440,Bromoviridae,Bromoviridae
NC_002034.1,NC_002034,Bromoviridae,Bromoviridae
NC_002035.1,NC_002035,Bromoviridae,Bromoviridae
NC_008614.1,NC_008614,Virgaviridae,Virgaviridae
NC_001469.1,NC_001469,Tombusviridae,Tombusviridae
NC_006941.1,NC_006941,Potyviridae,Potyviridae
NC_029064.1,NC_029064,Endornaviridae,Endornaviridae
NC_003688.1,NC_003688,Solemoviridae,Luteoviridae
NC_018173.1,NC_018173,Closteroviridae,Closteroviridae
NC_018174.1,NC_018174,Closteroviridae,Closteroviridae
NC_002984.1,NC_002984,Geminiviridae,Geminiviridae
NC_002985.1,NC_002985,Geminiviridae,Geminiviridae
NC_035134.1,NC_035134,Potyviridae,Potyviridae
NC_004809.1,NC_004809,Closteroviridae,Closteroviridae
NC_004810.1,NC_004810,Closteroviridae,Closteroviridae
NC_008604.2,NC_008604,Flaviviridae,Flaviviridae
NC_003084.1,NC_003084,Baculoviridae,Baculoviridae
NC_018703.1,NC_018703,Tymoviridae,Tymoviridae
NC_025384.1,NC_025384,Rhabdoviridae,Rhabdoviridae
NC_030290.1,NC_030290,Flaviviridae,Flaviviridae
NC_010252.1,NC_010252,Arenaviridae,Arenaviridae
NC_010254.1,NC_010254,Arenaviridae,Arenaviridae
NC_029036.1,NC_029036,Secoviridae,Secoviridae
NC_029038.1,NC_029038,Secoviridae,Secoviridae
NC_029301.1,NC_029301,Betaflexiviridae,Betaflexiviridae
NC_016657.1,NC_016657,Autographiviridae,Podoviridae
NC_016658.1,NC_016658,Autographiviridae,Podoviridae
NC_016659.1,NC_016659,Autographiviridae,Podoviridae
NC_021071.1,NC_021071,Kyanoviridae,Myoviridae
NC_020855.1,NC_020855,Kyanoviridae,Myoviridae
NC_028663.1,NC_028663,Kyanoviridae,Myoviridae
NC_022751.1,NC_022751,Unclassified,Podoviridae
NC_013021.1,NC_013021,Unclassified,Siphoviridae
NC_031235.1,NC_031235,Kyanoviridae,Myoviridae
NC_031242.1,NC_031242,Kyanoviridae,Myoviridae
NC_019516.2,NC_019516,Unclassified,Myoviridae
NC_011097.2,NC_011097,Caulimoviridae,Caulimoviridae
NC_003791.1,NC_003791,Secoviridae,Secoviridae
NC_003792.2,NC_003792,Secoviridae,Secoviridae
NC_014927.1,NC_014927,Circoviridae,Circoviridae
NC_025476.1,NC_025476,Circoviridae,Circoviridae
NC_002816.1,NC_002816,Baculoviridae,Baculoviridae
NC_001812.1,NC_001812,Alphaflexiviridae,Alphaflexiviridae
NC_003532.1,NC_003532,Tombusviridae,Tombusviridae
NC_033176.1,NC_033176,Orthoherpesviridae,Herpesviridae
NC_003016.1,NC_003016,Spinareoviridae,Reoviridae
NC_003017.1,NC_003017,Spinareoviridae,Reoviridae
NC_003018.1,NC_003018,Spinareoviridae,Reoviridae
NC_003019.1,NC_003019,Spinareoviridae,Reoviridae
NC_003020.1,NC_003020,Spinareoviridae,Reoviridae
NC_003021.1,NC_003021,Spinareoviridae,Reoviridae
NC_003022.1,NC_003022,Spinareoviridae,Reoviridae
NC_003023.1,NC_003023,Spinareoviridae,Reoviridae
NC_003024.1,NC_003024,Spinareoviridae,Reoviridae
NC_003025.1,NC_003025,Spinareoviridae,Reoviridae
NC_003006.1,NC_003006,Spinareoviridae,Reoviridae
NC_003007.1,NC_003007,Spinareoviridae,Reoviridae
NC_003008.1,NC_003008,Spinareoviridae,Reoviridae
NC_003009.1,NC_003009,Spinareoviridae,Reoviridae
NC_003010.1,NC_003010,Spinareoviridae,Reoviridae
NC_003011.1,NC_003011,Spinareoviridae,Reoviridae
NC_003012.1,NC_003012,Spinareoviridae,Reoviridae
NC_003013.1,NC_003013,Spinareoviridae,Reoviridae
NC_003014.1,NC_003014,Spinareoviridae,Reoviridae
NC_003015.1,NC_003015,Spinareoviridae,Reoviridae
NC_002557.1,NC_002557,Spinareoviridae,Reoviridae
NC_002558.1,NC_002558,Spinareoviridae,Reoviridae
NC_002559.1,NC_002559,Spinareoviridae,Reoviridae
NC_002560.1,NC_002560,Spinareoviridae,Reoviridae
NC_002561.1,NC_002561,Spinareoviridae,Reoviridae
NC_002562.1,NC_002562,Spinareoviridae,Reoviridae
NC_002563.1,NC_002563,Spinareoviridae,Reoviridae
NC_002564.1,NC_002564,Spinareoviridae,Reoviridae
NC_002565.1,NC_002565,Spinareoviridae,Reoviridae
NC_002566.1,NC_002566,Spinareoviridae,Reoviridae
NC_002567.1,NC_002567,Spinareoviridae,Reoviridae
NC_023486.1,NC_023486,Spinareoviridae,Reoviridae
NC_023487.1,NC_023487,Spinareoviridae,Reoviridae
NC_023488.1,NC_023488,Spinareoviridae,Reoviridae
NC_023489.1,NC_023489,Spinareoviridae,Reoviridae
NC_023490.1,NC_023490,Spinareoviridae,Reoviridae
NC_023491.1,NC_023491,Spinareoviridae,Reoviridae
NC_023492.1,NC_023492,Spinareoviridae,Reoviridae
NC_023493.1,NC_023493,Spinareoviridae,Reoviridae
NC_023494.1,NC_023494,Spinareoviridae,Reoviridae
NC_023495.1,NC_023495,Spinareoviridae,Reoviridae
NC_010661.1,NC_010661,Spinareoviridae,Reoviridae
NC_010662.1,NC_010662,Spinareoviridae,Reoviridae
NC_010663.1,NC_010663,Spinareoviridae,Reoviridae
NC_010664.1,NC_010664,Spinareoviridae,Reoviridae
NC_010665.1,NC_010665,Spinareoviridae,Reoviridae
NC_010666.1,NC_010666,Spinareoviridae,Reoviridae
NC_010667.1,NC_010667,Spinareoviridae,Reoviridae
NC_010668.1,NC_010668,Spinareoviridae,Reoviridae
NC_010669.1,NC_010669,Spinareoviridae,Reoviridae
NC_010670.1,NC_010670,Spinareoviridae,Reoviridae
NC_019491.1,NC_019491,Alloherpesviridae,Alloherpesviridae
NC_019495.1,NC_019495,Alloherpesviridae,Alloherpesviridae
NC_009127.1,NC_009127,Alloherpesviridae,Alloherpesviridae
NC_017977.1,NC_017977,Potyviridae,Potyviridae
NC_018616.1,NC_018616,Caulimoviridae,Caulimoviridae
NC_018716.1,NC_018716,Geminiviridae,Geminiviridae
NC_018718.1,NC_018718,Geminiviridae,Geminiviridae
NC_023842.1,NC_023842,Parvoviridae,Parvoviridae
NC_008028.1,NC_008028,Potyviridae,Potyviridae
NC_008020.1,NC_008020,Betaflexiviridae,Betaflexiviridae
NC_003537.1,NC_003537,Potyviridae,Potyviridae
NC_018715.1,NC_018715,Geminiviridae,Geminiviridae
NC_018717.1,NC_018717,Geminiviridae,Geminiviridae
NC_028231.1,NC_028231,Rhabdoviridae,Rhabdoviridae
NC_026943.1,NC_026943,Parvoviridae,Parvoviridae
NC_007218.1,NC_007218,Parvoviridae,Parvoviridae
NC_011545.2,NC_011545,Parvoviridae,Parvoviridae
NC_014357.1,NC_014357,Parvoviridae,Parvoviridae
NC_002190.2,NC_002190,Parvoviridae,Parvoviridae
NC_004830.2,NC_004830,Iflaviridae,Iflaviridae
NC_013697.1,NC_013697,Unclassified,Myoviridae
NC_029803.1,NC_029803,Geminiviridae,Geminiviridae
NC_029804.1,NC_029804,Geminiviridae,Geminiviridae
NC_028702.1,NC_028702,Autographiviridae,Podoviridae
NC_027348.2,NC_027348,Schitoviridae,Podoviridae
NC_035117.1,NC_035117,Orthoherpesviridae,Herpesviridae
NC_025899.1,NC_025899,Polyomaviridae,Polyomaviridae
NC_001524.1,NC_001524,Papillomaviridae,Papillomaviridae
NC_001523.1,NC_001523,Papillomaviridae,Papillomaviridae
NC_001789.1,NC_001789,Papillomaviridae,Papillomaviridae
NC_001522.1,NC_001522,Papillomaviridae,Papillomaviridae
NC_011051.1,NC_011051,Papillomaviridae,Papillomaviridae
NC_015267.1,NC_015267,Papillomaviridae,Papillomaviridae
NC_025838.1,NC_025838,Spinareoviridae,Reoviridae
NC_025839.1,NC_025839,Spinareoviridae,Reoviridae
NC_025840.1,NC_025840,Spinareoviridae,Reoviridae
NC_025841.1,NC_025841,Spinareoviridae,Reoviridae
NC_025842.1,NC_025842,Spinareoviridae,Reoviridae
NC_025843.1,NC_025843,Spinareoviridae,Reoviridae
NC_025844.1,NC_025844,Spinareoviridae,Reoviridae
NC_025845.1,NC_025845,Spinareoviridae,Reoviridae
NC_025846.1,NC_025846,Spinareoviridae,Reoviridae
NC_025847.1,NC_025847,Spinareoviridae,Reoviridae
NC_025848.1,NC_025848,Spinareoviridae,Reoviridae
NC_025849.1,NC_025849,Spinareoviridae,Reoviridae
NC_025850.1,NC_025850,Spinareoviridae,Reoviridae
NC_025851.1,NC_025851,Spinareoviridae,Reoviridae
NC_025852.1,NC_025852,Spinareoviridae,Reoviridae
NC_025853.1,NC_025853,Spinareoviridae,Reoviridae
NC_005898.1,NC_005898,Alphatetraviridae,Alphatetraviridae
NC_005899.1,NC_005899,Alphatetraviridae,Alphatetraviridae
NC_001477.1,NC_001477,Flaviviridae,Flaviviridae
NC_001475.2,NC_001475,Flaviviridae,Flaviviridae
NC_002640.1,NC_002640,Flaviviridae,Flaviviridae
NC_001474.2,NC_001474,Flaviviridae,Flaviviridae
NC_034510.1,NC_034510,Nairoviridae,Hantaviridae
NC_034520.1,NC_034520,Nairoviridae,Hantaviridae
NC_034521.1,NC_034521,Nairoviridae,Hantaviridae
NC_008494.1,NC_008494,Geminiviridae,Geminiviridae
NC_008495.1,NC_008495,Geminiviridae,Geminiviridae
NC_027117.1,NC_027117,Retroviridae,Retroviridae
NC_032097.1,NC_032097,Parvoviridae,Parvoviridae
NC_028122.1,NC_028122,Polyomaviridae,Polyomaviridae
NC_034254.1,NC_034254,Orthomyxoviridae,Orthomyxoviridae
NC_034255.1,NC_034255,Orthomyxoviridae,Orthomyxoviridae
NC_034256.1,NC_034256,Orthomyxoviridae,Orthomyxoviridae
NC_034261.1,NC_034261,Orthomyxoviridae,Orthomyxoviridae
NC_034262.1,NC_034262,Orthomyxoviridae,Orthomyxoviridae
NC_034263.1,NC_034263,Orthomyxoviridae,Orthomyxoviridae
NC_030451.1,NC_030451,Rhabdoviridae,Rhabdoviridae
NC_011335.1,NC_011335,Ascoviridae,Ascoviridae
NC_034384.1,NC_034384,Iflaviridae,Iflaviridae
NC_036586.1,NC_036586,Mesoniviridae,Mesoniviridae
NC_030296.1,NC_030296,Parvoviridae,Parvoviridae
NC_011086.1,NC_011086,Tymoviridae,Tymoviridae
NC_001899.1,NC_001899,Parvoviridae,Parvoviridae
NC_028491.1,NC_028491,Baculoviridae,Baculoviridae
NC_025452.1,NC_025452,Ackermannviridae,Myoviridae
NC_019925.1,NC_019925,Ackermannviridae,Myoviridae
NC_003856.1,NC_003856,Geminiviridae,Geminiviridae
NC_003857.1,NC_003857,Geminiviridae,Geminiviridae
NC_027782.1,NC_027782,Circoviridae,Circoviridae
NC_018579.1,NC_018579,Geminiviridae,Geminiviridae
NC_014547.1,NC_014547,Geminiviridae,Geminiviridae
NC_001478.1,NC_001478,Geminiviridae,Geminiviridae
NC_022614.1,NC_022614,Partitiviridae,Partitiviridae
NC_022615.1,NC_022615,Partitiviridae,Partitiviridae
NC_021147.1,NC_021147,Partitiviridae,Partitiviridae
NC_021148.1,NC_021148,Partitiviridae,Partitiviridae
NC_025835.1,NC_025835,Iflaviridae,Iflaviridae
NC_024367.1,NC_024367,Schitoviridae,Podoviridae
NC_009010.1,NC_009010,Caulimoviridae,Caulimoviridae
NC_031763.1,NC_031763,Secoviridae,Secoviridae
NC_031766.1,NC_031766,Secoviridae,Secoviridae
NC_012685.1,NC_012685,Parvoviridae,Parvoviridae
NC_011317.1,NC_011317,Parvoviridae,Parvoviridae
NC_012636.1,NC_012636,Parvoviridae,Parvoviridae
NC_004285.1,NC_004285,Parvoviridae,Parvoviridae
NC_002797.1,NC_002797,Partitiviridae,Partitiviridae
NC_002800.1,NC_002800,Partitiviridae,Partitiviridae
NC_003710.1,NC_003710,Partitiviridae,Partitiviridae
NC_003711.1,NC_003711,Partitiviridae,Partitiviridae
NC_019029.1,NC_019029,Betaflexiviridae,Betaflexiviridae
NC_019030.1,NC_019030,Betaflexiviridae,Betaflexiviridae
NC_005233.1,NC_005233,Hantaviridae,Hantaviridae
NC_005234.1,NC_005234,Hantaviridae,Hantaviridae
